"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"14234","8415528535561297271400737434838782280777","4060741400005179325","7770000000000169925","Production","Full-time employee","Global Delivery","Global Delivery","1725235200000000","","false","1723470124699000","1725200163129000"
"14235","914750710337401834409604682652547139942891","4000741400001402409","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1519862400000000","","true","1518705325000000","1725200170048000"
"14236","846540536572303556153377416426208","4060741400034237214","4060741400034944001","Production","Full-time employee","Intelligent Automation","Intelligent Enterprise","1725235200000000","","false","1722501362969000","1725200172216000"
"14237","4221540068908479863842076865845173401158410390","4060741400010084400","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1646092800000000","","true","1645685735000000","1725200173819000"
"14238","592956099970588130220941594214859141474560","4060741400036269806","4060741400015946691","Non-production","Full-time employee","EPAM Anywhere","General and Administrative","1628467200000000","","true","1628168725000000","1725200176097000"
"14239","3309689250548843451911254319467070914","4060741400034237215","7770000000000116670","Production","Full-time employee","Data Analytics","Data","1725235200000000","","false","1724768227313000","1725200179710000"
"14240","38505384644345323480784193694400655","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1596412800000000","","true","1596024610000000","1725200186193000"
"14241","8451663152236384307241198778707857587899","4000741400001402409","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1725235200000000","","false","1724316651232000","1725200193691000"
"14242","8068968313961385574726290472244799273598809790","4060741400005179326","7770000000000169930","Production","Full-time employee","Testing","Quality Engineering","1669852800000000","","true","1669706400000000","1725290520081000"
"14243","94319276314892211385505232323826265688928","4060741400007382352","4060741400034944001","Production","Full-time employee","Cloud Run","Cloud","1330560000000000","","true","1330560000000000","1725290521072000"
"14244","8370478580133961614403859513233429373399","1012","4060741400007923359","Production","Full-time employee","Global Delivery","Global Delivery","1717372800000000","","true","1716186469413000","1725290523338000"
"14245","787810776978797655876095935680025052889774801","1012","4060741400007923359","Production","Full-time employee","Global Delivery","Global Delivery","1638748800000000","","true","1638445501000000","1725290523338000"
"14246","8754320822892513715444402052720119747863","8050000000000001869","4060741400338461277","Production","Full-time employee","Salesforce","Digital Engagement","1663286400000000","","true","1662680400000000","1725290526423000"
"14247","31485512796843635297565547868271249","4060741400007382359","4060741400378686797","Production","Full-time employee","Data Analytics","Data","1460073600000000","","true","1459935405000000","1725290526605000"
"14248","8331784286357319617402282203001088","4060741400005179325","7770000000000169928","Production","Part-time employee","Infrastructure & Operations","Infrastructure & Operations","1631491200000000","","true","1628501700000000","1725290526925000"
"14249","8094066098427490480655092448517425427","1013","4060741400376069122","Production","Full-time employee","API & Integration","Intelligent Enterprise","1689206400000000","","true","1689159612578000","1725290527232000"
"14250","82895238172765856684405233843115687002059","4000741400001402409","7770000000002667521","Production","Full-time employee","Intelligent Automation","Intelligent Enterprise","1725840000000000","","false","1724679653140000","1725290529243000"
