"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"14156","53576212196516355806304811298991471995","4060741400010084400","4060741400050999655","Production","Full-time employee","Cloud Run","Cloud","1527811200000000","","true","1527515400000000","1722470400000000"
"14157","0882549818773116116234289635777403258433462","4060741400005179325","7770000000000169925","Production","Full-time employee","API & Integration","Intelligent Enterprise","1598918400000000","","true","1598918400000000","1722470400000000"
"14158","6494921223821781815651715278365663034499543121","4000741400001402409","4060741400007923323","Production","Full-time employee","Global Delivery","Global Delivery","1626652800000000","","true","1625694300000000","1722521434142000"
"14159","2698582844439718658434064366944110392","1013","4060741400007923415","Production","Subcontractor","Enterprise Apps","Intelligent Enterprise","1706486400000000","","true","1706486400000000","1722534481819000"
"14160","20588098542907474674548443057776836475357626","4060741400034466970","4060741400389506200","Non-production","Full-time employee","Global Business","Sales","1667174400000000","1723161600000000","true","1666626015000000","1722545920745000"
"14161","26932937391973502511215424777431429241081241","1012","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1626652800000000","","true","1618956301000000","1722592727817000"
"14162","0867467725251910895692691374277425927393325","1012","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1629676800000000","","true","1628849700000000","1722593557804000"
"14163","4146050608935681479948071186190502404","1012","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1629158400000000","","true","1618559100000000","1722658691974000"
"14164","0511405690376034963112289786575593522729152","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1641254400000000","","true","1640268901000000","1722659478265000"
"14165","1279990641080763151157366576830338895761199","4060741400034237214","4060741400034944001","Production","Full-time employee","Dedicated Delivery","Dedicated Delivery","1166140800000000","","true","1166140800000000","1722659514487000"
"14166","32102713872903180608794433043592247769","4000741400001402404","4060741400007923318","Production","Full-time employee","Global Delivery","Global Delivery","1637280000000000","","true","1637224202000000","1722829316735000"
"14167","4081443877740776155375688551155196264379254","1012","4060741400347222901","Production","Full-time employee","Mobility","Digital Engagement","1654646400000000","","true","1654061100000000","1722842880775000"
"14168","06581884107934466952941303083226646785379","4060741400005179325","7770000000000169928","Production","Full-time employee","Cloud SysEng","Cloud","1523232000000000","","true","1522657800000000","1722869638451000"
"14169","698697331186208073311028112493894717","4060741400010085671","4060741400050999655","Production","Full-time employee","Cloud Run","Cloud","1616371200000000","","true","1615745706000000","1722869655143000"
"14170","247965001055768664220429266542135554975870","4060741400010084400","4060741400007923354","Production","Full-time employee","Cloud SysEng","Cloud","1591315200000000","","true","1591020601000000","1722869664344000"
"14171","397656928751615177374336098233689581536","4060741400010085672","4060741400050999655","Production","Full-time employee","Cloud Run","Cloud","1622419200000000","","true","1621913100000000","1722869667541000"
"14172","247965001055768664220429266542135554975870","4060741400010084400","4060741400007923354","Production","Full-time employee","Cloud SysEng","Cloud","1591315200000000","1723593600000000","true","1591020601000000","1723119000750000"
"14173","296847309669652377702619403135524368199937","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1454284800000000","","true","1454284800000000","1723123863956000"
"14174","9814050982389687057063865114822023915529","4000741400001402409","4060741400007923366","Production","Full-time employee","Global Delivery","Global Delivery","1332720000000000","","true","1332720000000000","1723261223856000"
"14175","015972777473168347578889201174561190","4060741400309298944","4060741400007923377","Production","Subcontractor","Enterprise Apps","Intelligent Enterprise","1723420800000000","","false","1723210740302000","1723268319644000"
"14176","6270140024878634722310329675454711996595598103","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1672617600000000","","true","1671705900000000","1723294444628000"
"14177","24306380620270871426810909143476913240","4000741400001402409","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1564617600000000","","true","1564617600000000","1723294444628000"
"14178","20202808175042619428053494448096143132007","4000741400001402384","4060741400007923328","Production","Full-time employee","Testing","Quality Engineering","1486339200000000","","true","1485526336000000","1723294444628000"
"14179","1724877892429509818120879359531310793513380","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1506902400000000","","true","1506414975000000","1723294444628000"
"14180","0400112316384476248189223490983973022513822045","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1723420800000000","","false","1723028633958000","1723373488713000"
"14181","3257279183281109849043598467544543099753890","4060741400034237215","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1724025600000000","","false","1723448288211000","1723449189549000"
"14182","357127855726768374838282539008862548812296991","1012","4060741400009046535","Production","Full-time employee","Mobility","Digital Engagement","1426723200000000","","true","1421765311000000","1723450749758000"
"14183","497965269781135515017432779729851383758","4060741400034237216","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1447632000000000","1724112000000000","true","1447632000000000","1723506904683000"
"14184","878497467659002030948555337352836591211532","4060741400005179328","4060741400378686796","Production","Full-time employee","Data Analytics","Data","1427241600000000","1723680000000000","true","1426789466000000","1723551364874000"
"14185","4614301085213251246171762158583264578850","4000741400001402409","7770000000000115522","Production","Full-time employee","Data Analytics","Data","1602547200000000","1723593600000000","true","1601891700000000","1723564688641000"
"14186","4908427508084575280568780494621634956277095","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1652313600000000","","true","1651174500000000","1723605478097000"
"14187","7680066337831337470057572981078569826370","1013","7770000000000116864","Production","Full-time employee","Cloud AppEng","Cloud","1724025600000000","","false","1723616705913000","1723617753389000"
"14188","684456664510128629562083010789590116888579","4060741400005179325","4060741400007923349","Production","Full-time employee","Cloud SysEng","Cloud","1693526400000000","","true","1692619932651000","1723641544555000"
"14189","4908427508084575280568780494621634956277095","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1652313600000000","1723766400000000","true","1651174500000000","1723651984449000"
"14190","2322401046216491253627742628431687836459603746423","8050000000000000126","7770000000000116438","Production","Full-time employee","Global Delivery","Global Delivery","1486339200000000","","true","1485931696000000","1723852896200000"
"14191","65433386036734370354068267692451435509543","4060741400311610514","4060741400007923367","Production","Full-time employee","Strategy & Design","Digital Engagement","1554681600000000","","true","1553596800000000","1723886846460000"
"14192","780141753048107699746671845475783574762","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1632096000000000","","true","1631212500000000","1723887686607000"
"14193","581755719422915379552646433413370287289","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1555891200000000","","true","1555331402000000","1723983043312000"
"14194","0039219532631494717431468447773371681","4060741400005179327","7770000000000116063","Production","Full-time employee","Salesforce","Digital Engagement","1631491200000000","1724976000000000","true","1631015400000000","1724063224759000"
"14195","151748521528371091559866514896481786616","4060741400005179325","7770000000000169925","Production","Full-time employee","Global Delivery","Global Delivery","1644192000000000","1724025600000000","true","1643919000000000","1724083800159000"
"14196","81598566714933321388243515105785133071103","4000741400001402409","7770000000000115522","Production","Full-time employee","Data Analytics","Data","1664841600000000","","true","1664790908000000","1724121204293000"
"14197","698697331186208073311028112493894717","4060741400010085671","4060741400050999655","Production","Full-time employee","Cloud Run","Cloud","1616371200000000","1724976000000000","true","1615745706000000","1724141224634000"
"14198","17614754521535155058634239415180473584","4000741400001402409","7770000000000116864","Production","Full-time employee","Cloud AppEng","Cloud","1724630400000000","","false","1724159462751000","1724215516553000"
"14199","307363038453639110551817936368269390897327427","4060741400007382359","4060741400378686797","Production","Full-time employee","Data Analytics","Data","1724630400000000","","false","1723561628882000","1724246216564000"
