"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"14382","2265674603408840109494414461096312469181","4060741400010084401","4060741400035457637","Production","Full-time employee","Security","Security","1568592000000000","","true","1568200200000000","1727740800000000"
"14383","576481281213166766155785562491788499888326280","1012","4060741400007923366","Production","Full-time employee","Experience Engineering","Digital Engagement","1623801600000000","","true","1623766204000000","1727751836730000"
"14384","5397825345213603607791604566519034359421","4060741400010084400","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1686787200000000","1728000000000000","true","1685150689478000","1727769480693000"
"14385","0621083293594917652261730992894442735504","1013","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1621814400000000","","true","1621509901000000","1727777048436000"
"14386","877252396372778295735921055564339546","1013","4060741400007923323","Production","Full-time employee","Global Delivery","Global Delivery","1521763200000000","","true","1521116427000000","1727778219767000"
"14387","535222382976222858594948988237418164445035","4060741400010084401","4060741400007923354","Production","Full-time employee","Cloud SysEng","Cloud","1614556800000000","","true","1613376600000000","1727783388224000"
"14388","4929475374254605932188106897346017244337086619588","8050000000000000147","4060741400044112185","Production","Full-time employee","Global Delivery","Global Delivery","1623628800000000","1740700800000000","true","1623321300000000","1727788607381000"
"14389","4929475374254605932188106897346017244337086619588","8050000000000000147","4060741400044112185","Production","Full-time employee","Global Delivery","Global Delivery","1623628800000000","","true","1623321300000000","1727788794911000"
"14390","0691691988296520541013138525152228448749307","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1600041600000000","","true","1599495600000000","1727790385945000"
"14391","347573739926782204676860494588429976714776473","4060741400007382362","7770000000000142983","Production","Full-time employee","Data Analytics","Data","1556064000000000","","true","1552891201000000","1727790844470000"
"14392","34952720320323149336169502681584377382514838","4000741400001402384","4060741400007923328","Production","Full-time employee","Testing","Quality Engineering","1638748800000000","","true","1636580400000000","1727793786544000"
"14393","8916638190321562146359003035611224908490893","1013","4060741400037639173","Production","Full-time employee","Experience Engineering","Digital Engagement","1672617600000000","","true","1672160400000000","1728167704518000"
"14394","85340532195618808832060304973954350640","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1515369600000000","","true","1510598899000000","1728430901256000"
"14395","8785951388436027769717907791116567219","4060741400007382361","4060741400378686797","Production","Full-time employee","Data Analytics","Data","1650844800000000","","true","1650369600000000","1728538704762000"
"14396","1165439555500041286858448736036387681","4000741400001402409","4060741400007923322","Production","Subcontractor","Post-Acquisition Integration","Post-Acquisition Integration","1709856000000000","1728604800000000","true","1709856000000000","1728538711343000"
"14397","252822024634757738621027184534788992861","4060741400007151466","4060741400049417778","Production","Full-time employee","Data Analytics","Data","1696464000000000","","true","1695413011211000","1728538711427000"
