"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"13551","10314676443285391008557619258464346279288763","4000741400001402409","4060741400378875268","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1649030400000000","","true","1646812501000000","1706745600000000"
"13552","412938849694593350043645040145064332741448007","4060741400007151467","4060741400049417778","Production","Full-time employee","Data Analytics","Data","1550448000000000","","true","1549023900000000","1706745600000000"
"13553","87043528743747341104957861224037338293691","4060741400005179325","7770000000000169928","Production","Full-time employee","Cloud SysEng","Cloud","1491955200000000","","true","1491401534000000","1706745600000000"
"13554","03521524217862405522901834876145696","4000741400001402409","4060741400007923359","Production","Full-time employee","Cloud AppEng","Cloud","1627862400000000","","true","1627564500000000","1706753906421000"
"13555","1724223428397744608436954972658095264060138702","1012","7770000000000116864","Non-production","Trainee","Global Education","General and Administrative","1699488000000000","","true","1699445039839000","1706867127946000"
"13556","9569162053606340749920877056009129676119","4060741400010084400","4060741400007923376","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1518998400000000","","true","1518589463000000","1706878321232000"
"13557","1030049900730863369139907344259886843344254783","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1622419200000000","","true","1622193602000000","1706880129491000"
"13558","342805478996305198691530906276450209475411056","4000741400001402409","4060741400007923319","Production","Full-time employee","Cloud AppEng","Cloud","1504483200000000","","true","1502185381000000","1707009041460000"
"13559","9569162053606340749920877056009129676119","4060741400010084400","4060741400007923376","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1518998400000000","1707436800000000","true","1518589463000000","1707072180475000"
"13560","6962768619160024859086909920313125071804051","4060741400376470171","4060741400007923314","Production","Full-time employee","Testing","Quality Engineering","1643932800000000","","true","1643207701000000","1707141407269000"
"13561","9626244959302465958209244434992892456730","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1425254400000000","","true","1423203865000000","1707183661088000"
"13562","73699296247605309858698316871084211160095","4000741400001402409","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1511481600000000","","true","1511274980000000","1707223014598000"
"13563","9184310545979631478315361122832466624751","1013","4060741400007923359","Production","Full-time employee","Cloud AppEng","Cloud","1656633600000000","","true","1656581102000000","1707226079971000"
"13564","261714134504270301285142425742918058605066","4060741400007382360","4060741400358394831","Production","Full-time employee","Data Analytics","Data","1709510400000000","","false","1707221875717000","1707266884711000"
"13565","82403019788187851746256393928314219502496","4060741400376470171","4060741400331163531","Production","Full-time employee","Testing","Quality Engineering","1612137600000000","","true","1611909023000000","1707296979554000"
"13566","79346889115987123852196164280017588286","4060741400007382363","4060741400007923377","Production","Full-time employee","Consulting","Consulting","1709510400000000","","false","1707296047697000","1707297233530000"
"13567","793009198301412967456762899983872212505731802","4060741400007151463","7770000000000129674","Production","Full-time employee","Strategy & Design","Digital Engagement","1707696000000000","","false","1707301728529000","1707303401134000"
"13568","7955602511785631691544964667752809207454730","4060741400034237214","4060741400034944001","Production","Full-time employee","Mobility","Digital Engagement","1631491200000000","","true","1631214000000000","1707312471506000"
"13569","793658605324784392717578163497103606","4060741400010084401","7770000000000286122","Production","Full-time employee","Cloud SysEng","Cloud","1707696000000000","","false","1706321948526000","1707313443159000"
"13570","38640734917581694743871489058373057665070113933192","1013","7770000000001943902","Production","Full-time employee","Cloud AppEng","Cloud","1707696000000000","","false","1707477771233000","1707478326278000"
"13571","20554746212170792296172022056343330354354","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1707696000000000","","false","1707499441891000","1707500031563000"
"13572","1724223428397744608436954972658095264060138702","1012","7770000000000116864","Production","Full-time employee","Global Delivery","Global Delivery","1699488000000000","","true","1699445039839000","1707696000000000"
"13573","01429372419426644975606118951069133120802156","4000741400001402409","4060741400007923339","Production","Full-time employee","Digital Marketing","Digital Engagement","1444089600000000","","true","1444051468000000","1707696076528000"
"13574","36465487853050559743661032020943421998447442","4060741400010086939","7770000000000116485","Production","Full-time employee","Security","Security","1537747200000000","","true","1536753978000000","1707698644105000"
"13575","138952506640600685189610932486969293777","4000741400001402409","4060741400007923339","Production","Full-time employee","Mobility","Digital Engagement","1483401600000000","","true","1482415937000000","1707745903684000"
"13576","58810399090846149655439647156889409747","4060741400007382359","7770000000000142982","Production","Full-time employee","Data Analytics","Data","1636934400000000","","true","1636529401000000","1707816295071000"
"13577","81055543914881073831689552648313363239","1013","7770000000000116571","Production","Full-time employee","Global Delivery","Global Delivery","1708300800000000","","false","1707828180636000","1707828783509000"
"13578","027045979780611778222963317790885044872","4060741400376470172","4060741400007923314","Production","Full-time employee","Testing","Quality Engineering","1577923200000000","","true","1576844700000000","1707840473739000"
"13579","5709742869150530702466222736254714820951","4000741400001402409","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1708300800000000","","false","1707914512220000","1707960316317000"
"13580","20814576926998791183333774849862919729020947","4060741400010084402","7770000000000150830","Production","Full-time employee","Security","Security","1705276800000000","","true","1703804407078000","1708046289528000"
"13581","162285464249862057618194654667429465823502377","4060741400334095794","4060741400376314387","Non-production","Full-time employee","People Management","General and Administrative","1708300800000000","","false","1708013150211000","1708056945570000"
"13582","91812042742996404644690079141596320250179","4000741400001402409","4060741400007923423","Production","Subcontractor","API & Integration","Intelligent Enterprise","1708300800000000","","false","1708074901187000","1708075984696000"
"13583","826675095717940971724239521714595848","1011","4060741400007923366","Production","Full-time employee","Global Delivery","Global Delivery","1655683200000000","","true","1655388601000000","1708081564653000"
"13584","583570633190428328473945636354257472738","1012","4060741400021480842","Production","Full-time employee","Experience Engineering","Digital Engagement","1647820800000000","","true","1647820800000000","1708108499436000"
"13585","66361181108449466151425455246846591669","1013","4060741400007923308","Production","Full-time employee","Digital Marketing","Digital Engagement","1709078400000000","","false","1708125300394000","1708126543499000"
