"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"14730","3606233859403906545234558960049652270","4000741400001402409","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1596412800000000","","true","1596036600000000","1735700637837000"
"14731","08870719306190644187499314998839901144154","1012","7770000000000115522","Production","Full-time employee","Data Analytics","Data","1617235200000000","","true","1604929800000000","1735703874668000"
"14732","10145207151406339370382808334330261663","1013","4060741400007923339","Production","Full-time employee","Global Delivery","Global Delivery","1638316800000000","1736208000000000","true","1638316800000000","1735706825548000"
"14733","202510233950585529840632384930539","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1546473600000000","","true","1544436000000000","1735710027201000"
"14734","619136364152244206541070245074814640695","4060741400007382351","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1551398400000000","","true","1550844900000000","1735710067893000"
"14735","82969909517776534315705883764315403688810","4060741400005179325","4060741400035457637","Production","Full-time employee","Security","Security","1611532800000000","","true","1611138600000000","1735710295402000"
"14736","023601669894230345929036044900554101188185","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1641168000000000","","true","1641168000000000","1735713242371000"
"14737","3616194475619273894412156249693800","4000741400001402404","4060741400007923318","Production","Full-time employee","Global Delivery","Global Delivery","1345680000000000","","true","1345022478000000","1735715047874000"
"14738","94977708486433670463623914682145161","4060741400311610518","4060741400007923367","Production","Full-time employee","Strategy & Design","Digital Engagement","1543795200000000","","true","1542114600000000","1735717883602000"
"14739","2115746869824310134617584720944578792873","4060741400010084400","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1637539200000000","","true","1637150701000000","1735720256716000"
"14740","7146828687042044678390875089165725646382686","1013","4060741400007923323","Production","Full-time employee","Mobility","Digital Engagement","1670803200000000","","true","1670280611000000","1735720881284000"
"14741","874990641329128604121601206115413205539189","4060741400005179325","7770000000000169925","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1728864000000000","","true","1728560642501000","1735817760395000"
"14742","42264551435566711439111006210944569897","1012","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1505952000000000","","true","1501239616000000","1735866430482000"
"14743","0338834182743451729174085835204355027083988154","4000741400001402409","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1677628800000000","","true","1676990700000000","1735879338329000"
"14744","79222057690465215584535771219381007","1013","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1676246400000000","","true","1675417500000000","1735891200832000"
"14745","902181885218983698429832550623102","4000741400001402409","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1561939200000000","","true","1561702500000000","1735900803398000"
"14746","463211993404234689111008124413051406","4060741400335633829","4060741400375569062","Production","Full-time employee","Salesforce","Digital Engagement","1617321600000000","1735862400000000","true","1617321600000000","1735938949179000"
"14747","765290213669679680629000715612377287","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1618185600000000","","true","1617827700000000","1735980168964000"
"14748","9682224388213217113626629495290446","4060741400007151466","4060741400049417778","Production","Full-time employee","Global Delivery","Global Delivery","1627257600000000","","true","1627016424000000","1735981769523000"
"14749","421526618963275354661879194957910978224092383","4060741400010084399","4060741400335399357","Production","Full-time employee","Cloud Run","Cloud","1664582400000000","1736035200000000","true","1663400402000000","1736093603343000"
"14750","574381057188285071489161054447534179","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1668988800000000","","true","1668596400000000","1736116731765000"
"14751","2844369224811911616383627480543540619389","4000741400001402404","4060741400007923318","Production","Full-time employee","Digital Marketing","Digital Engagement","1595548800000000","","true","1594371901000000","1736121553519000"
"14752","566783992025714343303650557285392256425217942","1013","7770000000000131092","Production","Full-time employee","Data Analytics","Data","1696204800000000","","true","1692875129877000","1736230980691000"
"14753","97761498588224774965592340511028064247308356","4060741400005179325","4060741400035457637","Production","Full-time employee","Security","Security","1567382400000000","","true","1566386310000000","1736291412012000"
"14754","353828917175237235085435213208017288937494","4000741400001402409","4060741400007923322","Production","Full-time employee","Dedicated Delivery","Dedicated Delivery","1564358400000000","","true","1563521400000000","1736310060796000"
"14755","3979724426119712888963235211706332721","4060741400005179326","4060741400378686796","Production","Full-time employee","Data Analytics","Data","1696809600000000","1736294400000000","true","1696254125549000","1736372793456000"
"14756","24033482182048879067310867848832800366769017889","4060741400009609048","4060741400034944001","Non-production","Full-time employee","Global Business","Sales","1564617600000000","","true","1564617600000000","1736385753135000"
"14757","855321018538852897721506948778903265376190","4060741400005179326","7770000000000169928","Production","Full-time employee","Cloud SysEng","Cloud","1641772800000000","","true","1639139143000000","1736414394406000"
"14758","75323655118842929125343904844222280598","4060741400005179325","7770000000000116481","Production","Full-time employee","Security","Security","1661990400000000","","true","1661417100000000","1736424480658000"
"14759","3532526419626772005489829094709415798364967591","4060741400376470172","4060741400321690541","Production","Full-time employee","Testing","Quality Engineering","1561939200000000","1736380800000000","true","1556975143000000","1736463656042000"
"14760","874990641329128604121601206115413205539189","4060741400005179325","7770000000000169925","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1728864000000000","1736467200000000","true","1728560642501000","1736471365515000"
"14761","77658738709980156747806231318784760182698315702","1013","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1641254400000000","","true","1640772600000000","1736519481835000"
"14762","16789779897466884777167599013719855043","1013","4060741400378686793","Production","Full-time employee","Data Analytics","Data","1609113600000000","1736467200000000","true","1608818100000000","1736539985839000"
"14763","920207688297504853641765325756347947979","8050000000000000148","4060741400044112185","Production","Full-time employee","Intelligent Automation","Intelligent Enterprise","1538352000000000","","true","1537861568000000","1736767400662000"
"14764","28660168442174136380680594372911112178","4000741400001402404","4060741400007923318","Production","Full-time employee","Global Delivery","Global Delivery","1616371200000000","1737072000000000","true","1616072860000000","1736767402449000"
"14765","576481281213166766155785562491788499888326280","1013","4060741400007923366","Production","Full-time employee","Experience Engineering","Digital Engagement","1623801600000000","","true","1623766204000000","1736767402686000"
"14766","59080404272736953723318614723","4060741400034237215","4060741400034944001","Production","Full-time employee","Cloud Run","Cloud","1538352000000000","","true","1536170100000000","1736767402820000"
"14767","402596190763774431392259628054067092077817017682","1013","4060741400037639173","Production","Full-time employee","Experience Engineering","Digital Engagement","1643673600000000","","true","1643615401000000","1736767403175000"
