"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"1","64443968967409304584294726204766809","4060741400007382351","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1050883200000000","","false","1050416691000000","1050416691000000"
"2","15322152348309533107803141743757561074","4060741400007382352","4060741400007923328","Production","Full-time employee","Global Delivery","Global Delivery","1059696000000000","","false","1059476398000000","1059476398000000"
"3","82277334981675417344888016573367106363331","4060741400007382351","4060741400007923355","Production","Full-time employee","Global Delivery","Global Delivery","1065657600000000","","false","1063985515000000","1063985515000000"
"4","293471066190455859842640150609459059962652414","4000741400001402373","4060741400007923382","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1061164800000000","","true","1061164800000000","1064188800000000"
"5","45741951609131994372736019759702077223392140","4000741400001402373","4060741400007923331","Production","Full-time employee","Global Delivery","Global Delivery","1065571200000000","","false","1065449793000000","1065449793000000"
"6","92967280848722012574434944099567372697344","4060741400007382353","4060741400007923314","Production","Full-time employee","Global Delivery","Global Delivery","1074470400000000","","false","1073655294000000","1073655294000000"
"7","92967280848722012574434944099567372697344","4060741400007382353","4060741400042739253","Production","Full-time employee","Global Delivery","Global Delivery","1074470400000000","","true","1073655294000000","1074470400000000"
"8","41118975297884459972126854450515453070224","4060741400042656449","4060741400042739253","Non-production","Full-time employee","Dedicated Delivery","Dedicated Delivery","1075680000000000","","false","1075480751000000","1075480751000000"
"9","41118975297884459972126854450515453070224","4060741400042656449","4060741400042739253","Non-production","Full-time employee","Dedicated Delivery","Dedicated Delivery","1075680000000000","","true","1075480751000000","1075680000000000"
"10","321222138562520927118984989754971511103465","4060741400007382353","247","Production","Full-time employee","Global Delivery","Global Delivery","957916800000000","","true","957916800000000","1076025600000000"
"11","81841312365195540056415278606498007395","4000741400001402373","600","Production","Full-time employee","Global Delivery","Global Delivery","1076889600000000","","true","1076889600000000","1076889600000000"
"12","0168351774585238407918728766000786","4060741400007382351","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1078790400000000","","false","1076933640000000","1076933640000000"
"13","79965513795096823602561432782099996962","4060741400007382354","4060741400007923331","Production","Full-time employee","Global Delivery","Global Delivery","1086566400000000","","false","1086330119000000","1086330119000000"
"14","1916475920156229179085925258176901856679981","4000741400001402409","4060741400042739253","Production","Full-time employee","Global Delivery","Global Delivery","1007337600000000","","true","1007337600000000","1089936000000000"
"15","64443968967409304584294726204766809","4060741400007382351","42","Production","Full-time employee","Global Delivery","Global Delivery","1050883200000000","","true","1050416691000000","1089936000000000"
"16","82277334981675417344888016573367106363331","4060741400007382351","42","Production","Full-time employee","Global Delivery","Global Delivery","1065657600000000","","true","1063985515000000","1089936000000000"
"17","402974647928170860667317512053418722832","4060741400007382351","42","Production","Full-time employee","Global Delivery","Global Delivery","1063843200000000","","true","1063843200000000","1089936000000000"
"18","431996704768064131586330430086346585008","4060741400007382351","42","Production","Full-time employee","Global Delivery","Global Delivery","958089600000000","","true","958089600000000","1089936000000000"
"19","45741951609131994372736019759702077223392140","4000741400001402373","327","Production","Full-time employee","Global Delivery","Global Delivery","1065571200000000","","true","1065449793000000","1106870400000000"
"20","15322152348309533107803141743757561074","4060741400007382352","247","Production","Full-time employee","Global Delivery","Global Delivery","1059696000000000","","true","1059476398000000","1107302400000000"
"21","93326237771668616890451527476678221169791","4060741400007382353","4060741400042739253","Production","Full-time employee","Global Delivery","Global Delivery","916444800000000","","true","916444800000000","1107302400000000"
"22","79965513795096823602561432782099996962","4060741400007382354","327","Production","Full-time employee","Global Delivery","Global Delivery","1086566400000000","","true","1086330119000000","1107302400000000"
"23","8803986240047364821369592650009728","4060741400326561495","327","Non-production","Full-time employee","Global Delivery","Global Delivery","937785600000000","","true","937785600000000","1107302400000000"
"24","0168351774585238407918728766000786","4060741400007382351","4060741400042739253","Production","Full-time employee","Global Delivery","Global Delivery","1078790400000000","","true","1076933640000000","1107388800000000"
"25","68682486724510103194831738449356624048","4060741400007382354","327","Production","Full-time employee","Global Delivery","Global Delivery","957225600000000","","true","957225600000000","1107388800000000"
"26","8803986240047364821369592650009728","4060741400029899545","327","Non-production","Full-time employee","Global Delivery","Global Delivery","937785600000000","","true","937785600000000","1110326400000000"
"27","321222138562520927118984989754971511103465","107","247","Production","Full-time employee","Global Delivery","Global Delivery","957916800000000","","true","957916800000000","1110326400000000"
"28","608215426999554707428023230358708134416274","4000741400001402381","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1112572800000000","","false","1087219288000000","1112054400000000"
"29","4977069120913489778004070619200971106388","106","1250","Production","Full-time employee","Business Systems and Services","General and Administrative","1112313600000000","","true","1112313600000000","1112313600000000"
"30","45741951609131994372736019759702077223392140","1012","327","Production","Full-time employee","Global Delivery","Global Delivery","1065571200000000","","true","1065449793000000","1118188800000000"
"31","3046834681832196756077129677761048500102","108","247","Production","Full-time employee","Global Delivery","Global Delivery","1120176000000000","","true","1120176000000000","1120176000000000"
"32","92967280848722012574434944099567372697344","1021","4060741400042739253","Production","Full-time employee","Global Delivery","Global Delivery","1074470400000000","","true","1073655294000000","1121904000000000"
"33","81841312365195540056415278606498007395","7","600","Production","Full-time employee","Global Delivery","Global Delivery","1076889600000000","","true","1076889600000000","1123113600000000"
"34","819349341935513186965150146549493722994","4060741400007382352","4060741400007923314","Production","Full-time employee","Global Delivery","Global Delivery","1125532800000000","","false","1124713032000000","1124713032000000"
"35","57523802512388053583868583527391934469880","1011","42","Production","Full-time employee","Global Delivery","Global Delivery","1117584000000000","","true","1117584000000000","1125964800000000"
