"_offset","employee_id","job_function_id","primary_skill_id","production_category","employment_status","org_category","org_category_type","work_start_micros","work_end_micros","is_active","_created_micros","_updated_micros"
"14965","9614958291563449805726811755604126993814434","4060741400309298943","4060741400007923380","Production","Subcontractor","Enterprise Apps","Intelligent Enterprise","1703030400000000","1714435200000000","false","1703030400000000","1738368666037000"
"14966","628638665981526485999636900502166","4000741400001402409","7770000000000131092","Production","Full-time employee","Data Analytics","Data","1470182400000000","","true","1467122425000000","1738368739500000"
"14967","27729090391049845284939086825455905941020","4060741400034237216","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1584921600000000","","true","1584351900000000","1738369874432000"
"14968","347573739926782204676860494588429976714776473","4060741400007382363","7770000000000142983","Production","Full-time employee","Data Analytics","Data","1556064000000000","","true","1552891201000000","1738370138883000"
"14969","606073155620783449243009859972872278913759","4000741400001402409","4060741400378686793","Production","Full-time employee","Data Analytics","Data","1658966400000000","","true","1658910019000000","1738370728899000"
"14970","74719698277054223821709416673284298343868","4000741400001402409","4060741400009046535","Production","Full-time employee","Mobility","Digital Engagement","1176681600000000","","true","1176194401000000","1738382737383000"
"14971","008575527468389366470673426765959508249","4060741400010084400555","4060741400335399351","Production","Full-time employee","Cloud SysEng","Cloud","1282521600000000","","true","1282119639000000","1738382770746000"
"14972","24510868191153428971212560227933903063015","4000741400001402409","4060741400007923415","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1321833600000000","","true","1321833600000000","1738382799828000"
"14973","7629608747505696519327803424841377991","4060741400311610519","4060741400007923367","Production","Full-time employee","Strategy & Design","Digital Engagement","1322092800000000","","true","1321972584000000","1738382801907000"
"14974","31585918548520138055371504044755262445715769","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1393804800000000","","true","1393804800000000","1738382860142000"
"14975","519639808581048005219540911968067440515962258","40607414000342372141232","7770000000000116670","Production","Full-time employee","Data Analytics","Data","1406851200000000","","true","1406828649000000","1738382861075000"
"14976","953701374667506691340082807673733034542192","4060741400034237214","4060741400034944001","Production","Full-time employee","Global Delivery","Global Delivery","1401580800000000","","true","1401580800000000","1738382879120000"
"14977","866754422560981738297825278310968497813","4000741400001402409","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1406505600000000","","true","1406505600000000","1738382880517000"
"14978","68571645189772806239202432909846708910189","1013","7770000000000115524","Production","Full-time employee","Data Analytics","Data","1406678400000000","","true","1406292021000000","1738382881463000"
"14979","9017568722120744118381988035249469119953725172","8050000000000000127","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1183334400000000","","true","1181304384000000","1738382949129000"
"14980","10636038983842800005978766770829197378","4060741400376470172","4060741400007923314","Production","Full-time employee","Testing","Quality Engineering","1385942400000000","","true","1378300171000000","1738383019323000"
"14981","27696160737865896856728056874372176771385895","4060741400007382351","4060741400050999655","Production","Full-time employee","Global Delivery","Global Delivery","1312156800000000","","true","1312156800000000","1738383236990000"
"14982","","8050000000000001490","7770000000000285198","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1320105600000000","","true","1319540422000000","1738383238828000"
"14983","81634025986255917328259433452822355069941","4060741400010084401","4060741400007923349","Production","Full-time employee","Cloud SysEng","Cloud","1404691200000000","","true","1404691200000000","1738383292133000"
"14984","2974121245128933327473133171483875605","8050000000000001490","7770000000000277666","Production","Full-time employee","Mobility","Digital Engagement","1278892800000000","","true","1278511359000000","1738383348166000"
"14985","23358485675859689505679874001351214","4060741400007382352","4060741400007923391","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1128902400000000","","true","1128083190000000","1738383485083000"
"14986","6775694809238105738531465493950390608100","4000741400001402409","4060741400009046535","Production","Full-time employee","Mobility","Digital Engagement","1396828800000000","","true","1396828800000000","1738383592662000"
"14987","08570411681166632977651389874660844675721979761","4000741400001402409","4060741400007923322","Production","Full-time employee","Global Delivery","Global Delivery","1509926400000000","","true","1509642018000000","1738383614105000"
"14988","","4060741400309298944","4060741400007923377","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1310947200000000","","true","1310575875000000","1738383709872000"
"14989","620695240897667214216734582568260771","4060741400010084401","4060741400335399357","Production","Full-time employee","Cloud Run","Cloud","1298332800000000","","true","1298332800000000","1738383845062000"
"14990","301323340194859741535439145094536635909453","1013","4060741400007923316","Production","Full-time employee","Global Delivery","Global Delivery","1421020800000000","","true","1421020800000000","1738383863910000"
"14991","1445191806344635145094103668093854","4060741400309298944","4060741400007923380","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1172534400000000","","true","1172534400000000","1738383915654000"
"14992","4609156481088537231966883416778379774908351745","8050000000000001491","7770000000000277666","Production","Full-time employee","Enterprise Apps","Intelligent Enterprise","1333929600000000","","true","1324473502000000","1738383963762000"
"14993","213198495979103616555356147108204258199","8050000000000001491","7770000000000277666","Production","Full-time employee","Global Delivery","Global Delivery","1335744000000000","","true","1333710379000000","1738383970296000"
"14994","5692390609156508479544785771120442513259","4000741400001402409","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1336348800000000","","true","1336052359000000","1738383970676000"
"14995","96425375894557605005907101809051762908663","4000741400001402410","4060741400035472967","Production","Full-time employee","Global Delivery","Global Delivery","1433808000000000","","true","1433808000000000","1738384137046000"
"14996","2356940939260373519504912955247832883498","1013","4060741400007923359","Production","Full-time employee","Cloud AppEng","Cloud","1451952000000000","","true","1435658446000000","1738384191306000"
"14997","01429372419426644975606118951069133120802156","4000741400001402409","4060741400007923339","Production","Full-time employee","Mobility","Digital Engagement","1444089600000000","","true","1444051468000000","1738384204479000"
"14998","65040110745173269360169508375201","4000741400001402409","4060741400007923323","Production","Full-time employee","Experience Engineering","Digital Engagement","1454284800000000","","true","1449750266000000","1738384220481000"
