"_offset","candidate_id","primary_skill_id","staffing_status","english_level","job_function_id","_created_micros","_updated_micros"
"60052","30607861091401100978778882182583688610338","4060741400331163531","UnderConsideration","Unspecified","4060741400376470171","1724835613451000","1727741569863000"
"60053","22480555896619176392144463630170916126","7770000000000115522","UnderConsideration","C1","4060741400029899545","1726832662028000","1727741700973000"
"60054","421501155124253536039439618407277228361","4060741400007923322","Available","Unspecified","1013","1723462752475000","1727741790318000"
"60055","8373848918986047165512808371475332325","4060741400007923322","UnderConsideration","B1+","1011","1548518045060000","1727741981571000"
"60056","44119483267228358801701137958877913030","4060741400007923322","Proposed","Unspecified","1013","1713878926475000","1727742111579000"
"60057","817335227347057597310550008514932423694","7770000000000102668","Available","Unspecified","","1714124189440000","1727742139215000"
"60058","572082767867177333024757359365620711","4060741400007923318","UnderConsideration","Unspecified","4060741400007382359","1479817905486000","1727742143458000"
"60059","757102366915770912235939952734015511231858","4060741400009156250","UnderConsideration","Unspecified","1013","1666768866540000","1727742290162000"
"60060","08935272901891465913261892236535062960197","7770000000002201479","UnderConsideration","Unspecified","4060741400010084400","1726053913606000","1727743441027000"
"60061","750692977224191314916750842868662701","4060741400007923376","Available","Unspecified","","1686569873710000","1727743703898000"
"60062","1169003719793653213727899158496927499175","4060741400007923323","Available","Unspecified","","1723279261223000","1727743787745000"
"60063","553860835112729063204569848256057723886768","4060741400335399357","UnderConsideration","Unspecified","4060741400010084398","1727704981103000","1727744339534000"
"60064","72361961503376500706741049658641860303","7770000000002744687","Available","Unspecified","4060741400376470172","1726610316134000","1727744442903000"
"60065","16391293987913874720218539991706702444423525723548","4060741400007923323","Available","Unspecified","1013","1723225634073000","1727746886327000"
"60066","6957810428984821342231103898071723872836","4060741400007923358","UnderConsideration","Unspecified","1013","1722309572719000","1727748576449000"
"60067","48928939318995526603914518496924641930814274","4060741400007923316","Available","Unspecified","4000741400001402409","1719950813579000","1727751049560000"
"60068","622623851407943379010615636895284535154425","7770000000000115522","UnderConsideration","B2","1011","1383160560000000","1727752007130000"
"60069","02844686384557776489018849400590619307139","4060741400007923323","Available","B2","1013","1715879772375000","1727752204624000"
"60070","72272146392900543022960118806920135172890083475","4060741400398411335","Available","Unspecified","8050000000000001869","1721997012189000","1727755904364000"
"60071","756497999560935158699201957151773089112881","4060741400007923316","UnderConsideration","B1","1012","1724138294446000","1727756580855000"
"60072","753800683434126696715309386208990604418736895","4060741400412060820","Available","C1","1012","1710243665209000","1727757383994000"
"60073","35750478712998236039306299585709233412880008802","4060741400007923322","Available","B2","1011","1726137910802000","1727761215264000"
"60074","313242269999982467818885344732205410689","4060741400007923316","Booked","A2+","1012","1724207489614000","1727761886450000"
"60075","70707500843236538019384207499824664014","4060741400007923323","Available","Unspecified","","1727603293910000","1727763723041000"
"60076","815554774454269276290390787956574192728212","7770000000000115522","UnderConsideration","Unspecified","","1727703554054000","1727764017336000"
"60077","663297742561433549903029208054152680563","4060741400007017560","Available","Unspecified","108","1650456950785000","1727764337732000"
"60078","811294491095747890103865705261653583602","4060741400007923318","Available","B2","4000741400001402408","1726728904585000","1727764503187000"
"60079","6892387619181112596285085818890749638804","4060741400007923323","Available","Unspecified","1012","1720910102103000","1727764983309000"
"60080","72731267438931494259181713617839208857040","7770000000000116064","UnderConsideration","Unspecified","","1719911652103000","1727765390385000"
"60081","51186713752410591656792760692811324964514","4060741400007923349","Booked","Unspecified","4060741400010084400","1704634690210000","1727765570364000"
"60082","63424442080974893096252240192339727943304","4060741400007923409","UnderConsideration","Unspecified","","1725273912303000","1727766561348000"
"60083","1992095571899303170330379226055722325181","7770000000000115524","UnderConsideration","B2","1013","1628079755847000","1727767008902000"
"60084","82778849268349525062926714415166","4060741400007923308","Proposed","B2","1013","1724423550141000","1727767956983000"
"60085","168033339551547364893636242681635183114520240","4060741400007923322","UnderConsideration","B1+","1013","1566483280724000","1727768479611000"
"60086","8731352616976986418621647770284472715064589","4060741400007923322","Available","Unspecified","108","1726663567328000","1727768533355000"
"60087","025035135252673097351574332726404744","7770000000000277669","UnderConsideration","Unspecified","","1727516773852000","1727768633822000"
"60088","98155559849750004985254109616922451","4060741400007923308","Available","C1","1012","1456123320000000","1727768745876000"
"60089","5943881971275117083644705073820620487520870015","4060741400009046535","UnderConsideration","Unspecified","","1726849846213000","1727769111620000"
"60090","6961790317694625876067355868541837528048674086","4060741400007923323","UnderConsideration","Unspecified","4000741400001402409","1666265316781000","1727769250082000"
"60091","419314971577352187590742684959774057610","4060741400335399351","Available","Unspecified","","1727769554315000","1727769554437000"
"60092","7644206626013199894485097593521069008926","4060741400378875260","UnderConsideration","Unspecified","","1727252112766000","1727770770275000"
"60093","1079314174338124609520407256542934772072715122","4060741400007923323","UnderConsideration","Unspecified","1012","1723473907318000","1727771138379000"
"60094","805952372743076165931290074763063938123","4060741400378686793","Proposed","Unspecified","1013","1727343311964000","1727771190577000"
"60095","107259517394794950637481237270386751708676896","4060741400007923322","UnderConsideration","B1+","1013","1445778660000000","1727771539664000"
"60096","1672239921867391477456876783272736","4060741400007923328","UnderConsideration","Unspecified","","1727561174039000","1727771750583000"
"60097","168033339551547364893636242681635183114520240","4060741400007923322","Proposed","B1+","1013","1566483280724000","1727772144444000"
"60098","0949544155392946633744374194304896","4060741400336482610","Booked","Unspecified","4060741400010085672","1714720931392000","1727772230674000"
"60099","917586643950007674933332953713419167759","120","Available","Unspecified","","1727772399294000","1727772399391000"
"60100","750331492176780820800248207243920492","120","Available","Unspecified","","1727772849928000","1727772850008000"
"60101","815554774454269276290390787956574192728212","7770000000000115522","UnderConsideration","Unspecified","4000741400001402409","1727703554054000","1727772947372000"
"60102","10140276499222335779430533006862834108373123053707","4060741400007923359","UnderConsideration","Unspecified","1011","1666810331202000","1727773057335000"
"60103","071057724462381171097813247704732958827022040","4060741400007923377","UnderConsideration","C2","8050000000000001708","1701620465751000","1727773248981000"
"60104","457940681696735415850951171624788277867768","4060741400321690541","UnderConsideration","B2","4060741400376470171","1481713920000000","1727773255372000"
"60105","64063849664138774312183228961632054462","4060741400007923328","Employed","Unspecified","4000741400001402403","1705655857971000","1727773393901000"
"60106","511136942216573189218325847094004232004901381065","4060741400331163531","Employed","Unspecified","4060741400376470171","1566807723406000","1727773529656000"
"60107","10899851210327467362206464807880435617371326","4060741400335399351","UnderConsideration","Unspecified","","1727103672684000","1727773607885000"
"60108","830035189863098928126773778193538707406566","4060741400007923323","Employed","Unspecified","108","1695085140465000","1727773614020000"
"60109","9086420889365281400562605476670182836066","4060741400378686793","Employed","Unspecified","1013","1709026450626000","1727773621878000"
