"_offset","id","is_active","is_primary","is_key","is_key_reason","type","name","url","parent_id","_created_micros","_updated_micros"
"1079702","1587","true","false","false","","Skill","Siebel CRM","https://en.wikipedia.org/wiki/Siebel_Systems","4060741400007197497","1577836800000000","1734532676649000"
"1080226","4060741400003170387","true","false","false","","Skill","Taxation [Local accounting]","","4060741400007923361","1577836800000000","1734610967880000"
"1080249","4060741400003170388","true","false","false","","Skill","Financial statements [Local accounting]","","4060741400007923361","1577836800000000","1734610967880000"
"1080311","4060741400003170390","true","false","false","","Skill","GAAP accounting","","4060741400007923361","1577836800000000","1734610967880000"
"1079510","4060741400007923368","true","true","true","","Competency","Visual Design","","4060741400034307482","1577836800000000","1734097290817000"
"1079476","4060741400009156249","true","true","true","","Competency","Go Language","","7770000000000150797","1577836800000000","1734097290817000"
"1080031","4060741400035174592","true","false","false","","Skill","nopCommerce","https://docs.microsoft.com/en-us/shows/On-NET/The-Architecture-behind-the-nopCommerce-eCommerce-Platform","7770000000000106024","1577836800000000","1734532676649000"
"1079991","4060741400311878691","true","true","true","","Competency","Shopify","","7770000000000105893","1577836800000000","1734532676649000"
"1079904","4060741400359009916","true","false","true","","Skill","WordPress","https://en.wikipedia.org/wiki/WordPress","4060741400007197366","1577836800000000","1734532676649000"
"1080355","4060741400364939020","true","false","false","","Competency","Azure Data Lake Analytics","https://www.matillion.com/resources/blog/what-is-azure-data-lake","4060741400364939002","1577836800000000","1734610967880000"
"1078895","4060741400367096151","true","false","false","","Skill","pgAdmin","https://www.pgadmin.org/","7770000000000102821","1577836800000000","1733482263865000"
"1080025","4060741400369862205","true","false","false","","Skill","Commercetools Platform","https://commercetools.com/","7770000000000106024","1577836800000000","1734532676649000"
"1079423","4060741400379609701","true","true","true","","Competency","Learning Experience Design","","7770000000000107708","1577836800000000","1734097290817000"
"1078885","4060741400381296536","true","false","false","","Skill","React-Final-Form","https://github.com/final-form/react-final-form","7770000000000102668","1577836800000000","1733482263865000"
"1080011","4060741400387934493","true","true","true","","Competency","Commercetools","","7770000000000105893","1577836800000000","1734532676649000"
"1080231","4060741400389506201","true","true","true","","Competency","Financial Planning & Analysis","","4060741400007923361","1577836800000000","1734610967880000"
"1079454","4060741400390528760","true","false","false","","Skill","TrackWise","https://www.spartasystems.com/trackwise/","665","1577836800000000","1734097290817000"
"1080381","4060741400402726861","true","false","false","","Competency","Ruby Frameworks","https://en.wikipedia.org/wiki/Ruby_on_Rails","4060741400007229262","1602859587201000","1734690335003000"
"1080387","4060741400402726873","true","false","false","","Competency","Python Web Servers","","4060741400040897013","1602859587201000","1734690335003000"
"1079690","4060741400416634393","true","false","false","","Skill","VTEX","https://www.gartner.com/reviews/market/digital-commerce/vendor/vtex/product/vtex-commerce-platform","7770000000000106024","1605704780264000","1734532676649000"
"1079039","665","true","false","true","","Competency","Content Management Systems","https://www.sitecore.com/knowledge-center/digital-marketing-resources/what-is-a-cms","7770000000000102132","1577836800000000","1734097290817000"
"1079004","7770000000000100530","true","false","false","","Skill","Business Communication","","7770000000000100518","1600372664431000","1734097290817000"
"1079009","7770000000000100554","true","false","false","","Skill","User Engagement","","7770000000000100552","1600373581444000","1734097290817000"
"1079132","7770000000000100565","true","false","true","","Competency","UX Flow Prototyping","","4060741400007923367","1600375536969000","1734097290817000"
"1079027","7770000000000100576","true","false","false","","Skill","Unmoderated Tests","","7770000000000116734","1600409479475000","1734097290817000"
"1079045","7770000000000100605","true","false","false","","Competency","Accuracy in Design","","4060741400007923368","1600423784769000","1734097290817000"
"1079085","7770000000000100607","true","false","false","","Competency","Perception Design","","4060741400007923368","1600424276286000","1734097290817000"
"1079123","7770000000000100647","true","false","false","","Skill","Data Driven/Informed Design","","7770000000000100641","1600430284209000","1734097290817000"
"1078990","7770000000000100727","true","false","false","","Skill","HTTP","https://www.tutorialspoint.com/http/http_overview.htm","7770000000000116742","1600892383030000","1733482263865000"
"1080368","7770000000000100925","true","false","true","","Skill","Continuous Integration Development & Maintenance","","4060741400335399351","1601910377865000","1734690335003000"
"1080379","7770000000000100950","true","false","false","","Skill","Log Management and Analysis","","4060741400335399351","1601992675123000","1734690335003000"
"1079548","7770000000000102097","true","false","false","","Skill","Work with UX Debt","","7770000000000100641","1597315954202000","1734097290817000"
"1078905","7770000000000102600","true","false","false","","Skill","SQLyog","https://en.wikipedia.org/wiki/SQLyog","7770000000000102821","1577836800000000","1733482263865000"
"1079963","7770000000000105976","true","false","false","","Competency","ADAM Web development","","4060741400007923372","1577836800000000","1734532676649000"
"1080037","7770000000000106125","true","false","false","","Skill","Coral UI","https://medium.com/@vsr061/develop-front-end-components-with-aem-coral-ui-2da905096cce","4060741400339097693","1577836800000000","1734532676649000"
"1080026","7770000000000106380","true","false","false","","Competency","Solution Management","","4060741400007923318","1577836800000000","1734532676649000"
"1079680","7770000000000109608","true","false","false","","Skill","Drupal Web Services and Decoupled","","4060741400007923418","1577836800000000","1734532676649000"
"1079342","7770000000000110087","true","false","false","","Skill","Software Architecture management","","7770000000000169925","1577836800000000","1734097290817000"
"1079159","7770000000000110948","true","false","true","","Competency","Recommendation Systems","","4060741400037637413","1599217078426000","1734097290817000"
"1080012","7770000000000111262","true","false","false","","Skill","Granite UI","http://www.aemcq5tutorials.com/tutorials/create-touch-ui-component-using-coral-ui-aem/","4060741400339097693","1577836800000000","1734532676649000"
"1079119","7770000000000111573","true","false","false","","Skill","Heuristics Evaluation","https://www.nngroup.com/articles/how-to-conduct-a-heuristic-evaluation/","7770000000000116734","1577836800000000","1734097290817000"
"1080345","7770000000000113759","true","false","true","","Skill","Azure Synapse Analytics","https://learn.microsoft.com/en-us/azure/synapse-analytics/overview-what-is","4060741400364939002","1603698713286000","1734610967880000"
"1080395","7770000000000114286","true","false","false","","Competency","Azure Developer Tools","https://azure.microsoft.com/en-us/product-categories/developer-tools/","7770000000000110958","1604932583736000","1734690335003000"
