"_offset","id","is_active","is_primary","is_key","is_key_reason","type","name","url","parent_id","_created_micros","_updated_micros"
"1065604","4060741400004580861","true","false","false","","Skill","SOAtest","https://en.wikipedia.org/wiki/SOAtest","4060741400319711522","1577836800000000","1718967917518000"
"1065315","4060741400006434966","true","false","false","","Skill","Industry Specific CRM","https://www.activecampaign.com/blog/industry-specific-crm","4060741400007930540","1577836800000000","1718967917518000"
"1064387","4060741400035121932","true","false","false","","Skill","Gmail API","https://developers.google.com/gmail/api/guides","4060741400362757091","1577836800000000","1717769493617000"
"1063984","4060741400035582490","true","false","false","","Skill","WSO2 API Manager","https://wso2.com/api-manager/","7770000000000285189","1577836800000000","1717769493617000"
"1065461","4060741400041082162","true","false","false","","Competency","SAP Contact Center","https://www.softwareadvice.ie/software/293047/sap-contact-center","4060741400007930540","1577836800000000","1718967917518000"
"1064514","4060741400050686801","true","false","false","","Skill","Google App Maker","https://en.wikipedia.org/wiki/Google_App_Maker","4060741400362757091","1577836800000000","1717769493617000"
"1064916","4060741400310783197","true","false","false","","Skill","SAP Merchandise Planning for Retail","https://blogs.sap.com/2016/05/13/retail-news-new-rapid-deployment-solution-for-sap-merchandise-planning-for-retail-available-now/","4060741400310783194","1577836800000000","1718967917518000"
"1065270","4060741400310783198","true","false","false","","Skill","SAP Promotion Management for Retail","https://wiki.scn.sap.com/wiki/pages/viewpage.action?pageId=113443189","4060741400310783194","1577836800000000","1718967917518000"
"1064048","4060741400363321104","true","false","false","","Skill","AtScale Data Warehouse Virtualization Platform","https://www.atscale.com/solutions/data-virtualization/","4060741400327177222","1577836800000000","1717769493617000"
"1066036","4060741400366612246","true","false","false","","Skill","X-ray Diagnostics","","7770000000000116994","1577836800000000","1719579832705000"
"1065982","4060741400368492486","true","false","false","","Competency","Information Technology Infrastructure Library","https://www.axelos.com/","4060741400305042870","1577836800000000","1719579832705000"
"1064689","4060741400371809928","true","false","false","","Skill","Homeowners Insurance","","7770000000000115940","1577836800000000","1718302152240000"
"1065779","4060741400389506204","true","true","true","","Competency","Talent Research","","4060741400015946691","1577836800000000","1719579832705000"
"1064560","4060741400391758112","true","false","false","","Skill","Surety","https://www.investopedia.com/terms/s/surety.asp","7770000000000115941","1577836800000000","1718302152240000"
"1063988","4060741400392865879","true","false","false","","Skill","Apache NiFi","https://nifi.apache.org/","4060741400327177222","1577836800000000","1717769493617000"
"1064015","7770000000000100674","true","false","true","Per request from Salesforce practice
From: Eugene Konstantinov Eugene_Konstantinov@epam.com
Date: Tuesday, 4 June 2024 at 16:03
Subject: Mark Key Skills for Salesforce","Skill","Salesforce Public Sector","https://etp.ca.gov/wp-content/uploads/sites/70/2019/10/salesforce-security-white-paper-for-salesforce-government-cloud.pdf","7770000000000552712","1600765619230000","1717769493617000"
"1064385","7770000000000103633","true","false","false","","Skill","StreamSets DataOps Platform","https://streamsets.com/products/dataops-platform/","4060741400327177222","1577836800000000","1717769493617000"
"1064721","7770000000000105923","true","false","false","","Competency","Base IT knowledge","","7770000000000111851","1577836800000000","1718302152240000"
"1066014","7770000000000109763","true","false","false","","Skill","Domain Knowledge","","7770000000000104472","1577836800000000","1719579832705000"
