"_offset","id","is_active","is_primary","is_key","is_key_reason","type","name","url","parent_id","_created_micros","_updated_micros"
"1082281","1374","true","false","true","","Competency","Healthcare Provider","https://en.wikipedia.org/wiki/Health_care_provider","7770000000002784112","1577836800000000","1737718266516000"
"1081180","157","true","false","false","","Skill","Japanese","https://en.wikipedia.org/wiki/Japanese_language","121","1577836800000000","1737113535728000"
"1080777","1626","true","false","false","","Skill","Eclipse Business Intelligence and Reporting Tools","https://projects.eclipse.org/projects/technology.birt","4060741400381068421","1577836800000000","1736508309547000"
"1082249","398","true","false","false","","Skill","Prospero Oberon","","7770000000001943990","1577836800000000","1737718266516000"
"1081674","4060741400003124563","true","false","false","","Skill","GTK+","https://en.wikipedia.org/wiki/GTK","4060741400007197462","1577836800000000","1737718266516000"
"1080974","4060741400003124567","true","false","false","","Skill","AWK","https://www.linode.com/docs/guides/introduction-to-awk/","4060741400007197445","1577836800000000","1737113535728000"
"1082441","4060741400003124569","true","false","false","","Skill","MXML","https://en.wikipedia.org/wiki/MXML","7770000000000287812","1577836800000000","1737718266516000"
"1080886","4060741400003849216","true","false","false","","Skill","Oracle Hyperion Performance Scorecard","http://prologixme.com/Oracle/Oracle-Hyperion-Performance-Scorecard","4060741400007197498","1577836800000000","1737113535728000"
"1082215","4060741400004833573","true","false","true","","Skill","TeamCity","https://en.wikipedia.org/wiki/TeamCity","4060741400401136188","1577836800000000","1737718266516000"
"1080765","4060741400005283695","true","false","false","","Skill","DojoJS","http://index-of.es/JS/Dojo_Developer_Guide.pdf","7770000000000105011","1577836800000000","1736508309547000"
"1082107","4060741400006604398","true","false","false","","Skill","Smarty","https://en.wikipedia.org/wiki/Smarty_(template_engine)","7770000000002787235","1577836800000000","1737718266516000"
"1082033","4060741400006947724","true","false","false","","Skill","Abbot Java GUI Test Framework","http://abbot.sourceforge.net/doc/overview.shtml","4060741400319711718","1577836800000000","1737718266516000"
"1081875","4060741400006955194","true","false","false","","Skill","Travel Packages","","4060741400007923451","1577836800000000","1737718266516000"
"1082172","4060741400006955234","true","false","false","","Skill","SABRE","https://en.wikipedia.org/wiki/Sabre_Corporation","4060741400007197386","1577836800000000","1737718266516000"
