"_offset","id","is_active","is_primary","is_key","is_key_reason","type","name","url","parent_id","_created_micros","_updated_micros"
"1069528","4060741400004734360","true","false","false","","Skill","TIBCO ActiveMatrix Service Bus","https://www.peerspot.com/products/comparisons/oracle-service-bus_vs_tibco-activematrix-service-bus","4060741400007604064","1577836800000000","1723800679401000"
"1070258","4060741400004874265","true","false","false","","Skill","Dynamic Systems Development Method (DSDM)","https://en.wikipedia.org/wiki/Dynamic_systems_development_method","7770000000000115317","1577836800000000","1723800679401000"
"1068488","4060741400007310584","true","false","false","","Skill","Search Strategy","","7770000000000130357","1577836800000000","1722503075272000"
"1070914","4060741400007393487","true","false","false","","Skill","Lessons Learned","","7770000000000100916","1577836800000000","1725019108749000"
"1070779","4060741400007393512","true","false","false","","Skill","Root Cause Analysis","","7770000000000100916","1577836800000000","1725019108749000"
"1070079","4060741400007604081","true","false","false","","Skill","InterSystems Ensemble ESB","https://www.intersystems.com/products/ensemble/","4060741400007604064","1577836800000000","1723800679401000"
"1069936","4060741400007923339","true","true","true","","Competency","Android","","7770000000000101904","1577836800000000","1723800679401000"
"1070122","4060741400009430799","true","false","false","","Competency","Java Utilities","http://www.tutorialspoint.com/java/util/index.htm","4060741400007923459","1577836800000000","1723800679401000"
"1068342","4060741400040959179","true","false","false","","Skill","Xamarin Test Cloud","https://testcloud.xamarin.com/","4060741400040959100","1577836800000000","1722503075272000"
"1070049","4060741400047974766","true","false","false","","Skill","Xtext","https://en.wikipedia.org/wiki/Xtext","4060741400009430799","1577836800000000","1723800679401000"
"1068336","4060741400049090649","true","false","false","","Skill","Service Oriented Architecture (SOA)","https://www.geeksforgeeks.org/service-oriented-architecture/","4060741400007197435","1577836800000000","1722503075272000"
"1068544","4060741400302356228","true","false","false","","Competency","Traffic sniffing tools","https://www.dnsstuff.com/packet-sniffers","7770000000000104405","1577836800000000","1722503075272000"
"1069984","4060741400310349099","true","false","false","","Skill","JavaPoet","https://github.com/square/javapoet","4060741400009430799","1577836800000000","1723800679401000"
"1070502","4060741400310783197","true","false","false","","Skill","SAP Merchandise Planning for Retail (MPR)","https://blogs.sap.com/2016/05/13/retail-news-new-rapid-deployment-solution-for-sap-merchandise-planning-for-retail-available-now/","4060741400310783194","1577836800000000","1725019108749000"
"1071094","4060741400310783198","true","false","false","","Skill","SAP Promotion Management for Retail (PMR)","https://help.sap.com/docs/CARAB/dfa9dfcd457e4ba7acdfb03f30877d5f/b59f5b5392e21f37e10000000a423f68.html","4060741400310783194","1577836800000000","1725019108749000"
"1070216","4060741400327177195","true","false","false","","Skill","Balanced Scorecards","","7770000000000114334","1577836800000000","1723800679401000"
"1070333","4060741400327177232","true","false","false","","Skill","Dimensional Modeling","","7770000000000114334","1577836800000000","1723800679401000"
"1069486","4060741400334772014","true","false","false","","Skill","OWNER","http://owner.aeonbits.org/","4060741400009430799","1577836800000000","1723800679401000"
"1068515","4060741400345525031","true","false","false","","Competency","Terminal Emulators","https://en.wikipedia.org/wiki/Terminal_emulator","7770000000000104405","1577836800000000","1722503075272000"
"1069234","4060741400348009534","true","false","false","","Skill","Red Hat Single Sign-On","https://access.redhat.com/solutions/3566061","4060741400339097697","1577836800000000","1723118631122000"
"1068158","4060741400371148926","true","false","false","","Competency","Message Transfer Agents","","7770000000000104405","1577836800000000","1722503075272000"
"1071193","4060741400374243932","true","true","true","","Competency","PCI (Payment Card Industry)","","4060741400008024577","1577836800000000","1725019108749000"
"1070342","4060741400378686796","true","true","true","","Competency","Data Solution Architecture","","7770000000000114334","1577836800000000","1723800679401000"
"1068950","4060741400396831520","true","false","false","","Skill","Marketing Transformation","","7770000000000130357","1597316031042000","1722503075272000"
