"_offset","id","is_active","is_primary","is_key","is_key_reason","type","name","url","parent_id","_created_micros","_updated_micros"
"683499","135","true","false","true","","Skill","LoadRunner","https://www.microfocus.com/en-us/products/loadrunner-professional/overview","7770000000000224424","1577836800000000","1692365549284000"
"537185","1434","true","false","false","","Skill","Document management","","7770000000000146494","1577836800000000","1668166573738000"
"540505","1614","true","false","false","","Skill","Oracle Application Development Framework","https://en.wikipedia.org/wiki/Oracle_Application_Development_Framework","4060741400007197426","1577836800000000","1668166573738000"
"490695","1616","true","false","false","","Skill","Oracle BPEL Process Manager","https://en.wikipedia.org/wiki/Oracle_BPEL_Process_Manager","7770000000000285188","1577836800000000","1660310469159000"
"612392","1630","true","false","false","","Skill","Assembler [Atmel AVR]","","7770000000000287812","1577836800000000","1671805482556000"
"575409","27","true","false","false","","Skill","VUltraDev","","4060741400007197451","1577836800000000","1670234251530000"
"622957","341","true","false","true","","Skill","PL/SQL","https://www.oracle.com/database/technologies/appdev/plsql.html","7770000000000287812","1577836800000000","1671805482556000"
"710124","341","true","false","true","","Skill","PL/SQL","https://www.oracle.com/database/technologies/appdev/plsql.html","7770000000001943990","1577836800000000","1695373013264000"
"490381","398","true","false","false","","Skill","Prospero Oberon","","4060741400007197458","1577836800000000","1660310469159000"
"619306","398","true","false","false","","Skill","Prospero Oberon","","7770000000000287812","1577836800000000","1671805482556000"
"492802","401","true","false","false","","Skill","Process Server","https://www.freeadvice.com/legal/what-is-a-process-server-and-why-do-i-need-one/","4060741400007197458","1577836800000000","1660310469159000"
"540819","4060741400002642812","true","false","false","","Skill","WatiN","","4060741400319711866","1577836800000000","1668166573738000"
"601169","4060741400002642812","true","false","false","","Skill","WatiN","","7770000000000115617","1577836800000000","1671214134526000"
"619364","4060741400002642812","true","false","false","","Skill","WatiN","","4060741400319711866","1577836800000000","1671805482556000"
"579205","4060741400004313891","true","false","false","","Skill","SAP BW","https://www.cubeserv.com/en/blog/what-is-sap-analytics-the-sap-data-warehouse-portfolio/","1424","1577836800000000","1670234251530000"
"537540","4060741400004314468","true","false","false","","Skill","JWebUnit","https://jwebunit.github.io/jwebunit/","4060741400319711866","1577836800000000","1668166573738000"
"701800","4060741400004906657","true","false","true","","Skill","Confluence","https://en.wikipedia.org/wiki/Confluence_(software)","4060741400007197366","1577836800000000","1691754553564000"
"627646","4060741400004972126","true","false","false","","Skill","FastReport","https://www.embarcadero.com/products/rad-studio/fastreport","7770000000000287806","1577836800000000","1674219505482000"
"617178","4060741400005043882","true","false","false","","Skill","Pure MVC","https://flex.apache.org/community-3rdparty.html","613","1577836800000000","1671805482556000"
"623119","4060741400005483623","true","false","false","","Skill","IAX2 protocol","https://en.wikipedia.org/wiki/Inter-Asterisk_eXchange","4060741400007197510","1577836800000000","1671805482556000"
"492665","4060741400006086072","true","false","true","","Skill","Cucumber","https://en.wikipedia.org/wiki/Cucumber_(software)","7770000000000100789","1577836800000000","1660310469159000"
"491447","4060741400006108899","true","false","false","","Skill","Solace Unified API","","4060741400007197460","1577836800000000","1660310469159000"
"536107","4060741400006168721","true","false","true","","Skill","Sonar","https://en.wikipedia.org/wiki/SONAR_(Symantec)","4060741400007197495","1577836800000000","1668166573738000"
"685266","4060741400006168721","true","false","true","","Skill","Sonar","https://www.sonarqube.org/","4060741400007197495","1577836800000000","1692970972311000"
"612453","4060741400006251662","true","false","false","","Skill","OpenVZ","https://en.wikipedia.org/wiki/OpenVZ","4060741400007197378","1577836800000000","1671805482556000"
"538142","4060741400006435015","true","false","false","","Skill","Xcelsius 2008 (Crystal Dashboard Design)","","4060741400007930527","1577836800000000","1668166573738000"
"577740","4060741400006435015","true","false","false","","Skill","Xcelsius 2008 (Crystal Dashboard Design)","","7770000000000287820","1577836800000000","1670234251530000"
"491658","4060741400006435149","true","false","false","","Skill","CRM (SAP)","https://en.wikipedia.org/wiki/SAP_CRM","4060741400007923435","1577836800000000","1660310469159000"
"577526","4060741400006435152","true","false","false","","Skill","SAP BI/BW","https://www.tutorialspoint.com/sap_basis/sap_basis_new_dimensional_product.htm","4060741400007923435","1577836800000000","1670234251530000"
"534216","4060741400006435153","true","false","false","","Skill","SAP BusinessObjects BI","https://www.i-ontech.com/sol-sap-bo.html","4060741400007923435","1577836800000000","1668166573738000"
"490803","4060741400006435154","true","false","false","","Skill","BI EPM Strategy","https://epmstrategy.com/about-us/overview/","4060741400007923435","1577836800000000","1660310469159000"
"538745","4060741400007171680","true","false","false","","Skill","Oracle ADE","","4060741400007197475","1577836800000000","1668166573738000"
"517896","4060741400007197406","true","false","false","","Competency","Windows Operating Systems","https://gradesfixer.com/free-essay-examples/a-study-of-the-background-of-the-windows-operating-system-and-the-different-versions/","7770000000000101991","1577836800000000","1665029942903000"
"621231","4060741400007197422","true","false","false","","Competency","Java Internet Technologies","http://physik.uibk.ac.at/neueMedien_in_der_Physik/physlet_papers/cpc127_java.pdf","4060741400007923459","1577836800000000","1671805482556000"
"984080","4060741400007300324","true","false","false","","Skill","JSTL","https://www.sciencedirect.com/book/9780126567557/jstl","4060741400391902558","1577836800000000","1702637621963000"
"621397","4060741400007385146","true","false","false","","Skill","Apache Camel","https://camel.apache.org/","7770000000000126916","1577836800000000","1671805482556000"
"633322","4060741400007385146","true","false","false","","Skill","Apache Camel","https://camel.apache.org/","4060741400007923450","1577836800000000","1677571508175000"
"519571","4060741400007393512","true","false","false","","Skill","Root Cause Analysis","","7770000000000100916","1577836800000000","1665756953133000"
"624166","4060741400007429751","true","false","false","","Skill","Swiz framework","","613","1577836800000000","1671805482556000"
"691162","4060741400007439355","true","false","false","","Skill","PlayStation","","4060741400007930779","1577836800000000","1689580123028000"
"690134","4060741400007439357","true","false","false","","Skill","WiiU","","4060741400007930779","1577836800000000","1689580123028000"
"492973","4060741400007604085","true","false","false","","Skill","Red Hat JBoss Fuse","https://fiercesw.com/wp-content/uploads/2016/01/JBoss_Fuse.pdf","4060741400007604064","1577836800000000","1660310469159000"
"488328","4060741400007604114","true","false","false","","Skill","Shuttle Service Bus","https://www.infoq.com/articles/Shuttle-Service-Bus/","4060741400007604064","1577836800000000","1660310469159000"
"489663","4060741400007604151","true","false","false","","Competency","BPM Platforms","https://www.aprico-consult.com/?media_dl=654","4060741400007923450","1577836800000000","1660310469159000"
"489366","4060741400007604160","true","false","false","","Skill","Oracle BPM","https://www.oracle.com/middleware/technologies/bpm.html","4060741400007604151","1577836800000000","1660310469159000"
"617631","4060741400007604160","true","false","false","","Skill","Oracle BPM Suite","https://www.oracle.com/middleware/technologies/bpm.html","4060741400007604151","1577836800000000","1671805482556000"
"507131","4060741400007923309","true","true","true","","Competency","Unix","","7770000000000101566","1577836800000000","1664004555993000"
"710205","4060741400007923314","true","true","true","","Competency","Automated Testing in .NET","","7770000000000201385","1577836800000000","1695373013264000"
"474373","4060741400007923328","true","true","true","","Competency","Functional Testing","","7770000000000113104","1577836800000000","1661522814495000"
"672307","4060741400007923328","true","true","true","","Competency","Functional Testing","","7770000000000292641","1577836800000000","1689943153631000"
"573365","4060741400007923411","true","true","true","","Competency","DBMS Engineering","","4060741400378686794","1577836800000000","1670234251530000"
"577829","4060741400007930533","true","false","false","","Skill","Business Planning and Simulation (BW-BPS)","https://www.erpgreat.com/business/what-is-sem-and-bps.htm","4060741400007930529","1577836800000000","1670234251530000"
"598633","4060741400007930577","true","false","false","","Skill","EIM - BO Data Insight","","4060741400007930527","1577836800000000","1671214134526000"
"539420","4060741400007930579","true","false","false","","Skill","EIM - BO Information Steward","https://wiki.scn.sap.com/wiki/display/EIM/Information+Steward+Introduction","4060741400007930527","1577836800000000","1668166573738000"
"543108","4060741400007930579","true","false","false","","Skill","SAP Information Steward","https://wiki.scn.sap.com/wiki/display/EIM/Information+Steward+Introduction","7770000000000287820","1577836800000000","1668774503412000"
"470110","4060741400007930705","true","false","false","","Skill","Planning - BPC for NW 7.5","","4060741400007930527","1577836800000000","1660310469159000"
"541144","4060741400007930722","true","false","false","","Skill","Reporting - BO Voyager","","4060741400007930527","1577836800000000","1668166573738000"
"481358","4060741400007930784","true","false","false","","Competency","SAP.BI","","7770000000000102621","1577836800000000","1656681861623000"
"496089","4060741400008077175","true","false","false","","Competency","Big Data Solutions","https://xenoss.io/big-data-solution-development","7770000000000101991","1577836800000000","1663338904805000"
"708571","4060741400008077175","true","false","false","","Competency","Big Data Platforms & Solutions","https://xenoss.io/big-data-solution-development","7770000000000101991","1577836800000000","1694787963602000"
"521449","4060741400008144992","true","false","false","","Skill","Unix","https://en.wikipedia.org/wiki/Unix","4060741400007197505","1577836800000000","1666346432693000"
"600492","4060741400008301246","true","false","false","","Skill","Apache Activiti","https://github.com/Activiti/Activiti","4060741400007604151","1577836800000000","1671214134526000"
"616730","4060741400009074994","true","false","false","","Skill","Apache Sqoop","https://en.wikipedia.org/wiki/Sqoop","7770000000000101168","1577836800000000","1671805482556000"
"620786","4060741400009075028","true","false","false","","Skill","Apache Pig","https://en.wikipedia.org/wiki/Apache_Pig","7770000000000126915","1577836800000000","1671805482556000"
"634578","4060741400009430789","true","false","false","","Skill","Analytical chemistry","https://www.kilu.lu.se/fileadmin/kilu/Administration/What_is_analytical_chemistry_final.pdf","4060741400009430797","1577836800000000","1679060993815000"
"635781","4060741400009481900","true","false","false","","Skill","Synthetic chemistry","https://blogs.scientificamerican.com/guest-blog/natural-vs-synthetic-chemicals-is-a-gray-matter/","4060741400009430797","1577836800000000","1679060993815000"
"627368","4060741400034659599","true","false","false","","Competency","Bioinformatics","https://en.wikipedia.org/wiki/Bioinformatics","4060741400009430793","1577836800000000","1673603628555000"
"507503","4060741400034659602","true","false","false","","Skill","Genomics","https://en.wikipedia.org/wiki/Genomics","4060741400009430793","1577836800000000","1664004555993000"
"627346","4060741400034659602","true","false","true","","Skill","Genomics","https://en.wikipedia.org/wiki/Genomics","4060741400009430793","1577836800000000","1673603628555000"
"641891","4060741400034659602","true","false","true","","Skill","Genomics","https://en.wikipedia.org/wiki/Genomics","4060741400034659599","1577836800000000","1686919253225000"
"690934","4060741400034839225","true","false","false","","Skill","Xbox One","","4060741400007930779","1577836800000000","1689580123028000"
"983385","4060741400034994282","true","false","false","","Skill","Sencha GXT","https://www.e-zest.com/sencha-gxt-3-0-framework-based-application-development-services","4060741400007197427","1577836800000000","1702637621963000"
"504168","4060741400035002734","true","true","true","","Competency","Siebel CRM","","4060741400008024577","1577836800000000","1664004555993000"
"980915","4060741400035130276","true","false","false","","Skill","Google Tag Manager","","4060741400007923399","1577836800000000","1702637621963000"
"576452","4060741400035472965","true","true","true","","Competency","C# Games Development","","4060741400035556832","1577836800000000","1670234251530000"
