"_offset","id","candidate_type","candidate_id","status","interviewer_id","location","logged","media_available","run_type","type","media_status","invite_answer_status","_created_micros","_updated_micros"
"60467","28414206618580595970603379882359229171","Applicant","6338676091868345625415745280273267570474045","COMPLETED","0621083293594917652261730992894442735504","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1718880240000000","1727741046000500"
"60468","08441015616260690025932248602118679010","Applicant","116476392415596800622486812204311996413926733","COMPLETED","452541195041405570462743217598904677","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1718965920000000","1727741073000500"
"60469","81296476476278756217405713817227342656053","Applicant","8250476109233106730299327551369115212694617","COMPLETED","857611506918362085079127411902816","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1719329640000000","1727741174000500"
"60470","58234145265351465893037318285416536381587","Applicant","356238573140949752778848442376863027865459348","COMPLETED","083054434441030432899707865446482523416972474","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1716997200000000","1727741486000500"
"60471","4413679442355393830244566579072634","Applicant","946886296862554748648787649725616691","COMPLETED","920207688297504853641765325756347947979","INTERVIEW_PLATFORM","false","false","ONLINE","Project","NO_MEDIA","ACCEPTED","1719226920000000","1727741583000500"
"60472","148993136414881300591851698281300469637","Applicant","5079352176740808973219925865578978033097","COMPLETED","1548690490373683319142489080836595887733688","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1719889140000000","1727741625000500"
"60473","2129134644490011486812374683971999673","Applicant","599823695112092625040301788305834880837","COMPLETED","69486369930527303842083748328417394938359","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","","1717591440000000","1727741640000500"
"60474","978400686516095852036424157004213632716949","Applicant","3573905561535714301672599719010053701371041564","CANCELLED","","MS_TEAMS","false","false","ONLINE","Technical","NO_MEDIA","","1719569820000000","1727741673000600"
"60475","25742889211459130229721064542818060915563","Applicant","3573905561535714301672599719010053701371041564","COMPLETED","7424375104921289423334386411859326636","MS_TEAMS","false","true","ONLINE","Technical","DONE","ACCEPTED","1719800280000000","1727741674000500"
"60476","36320080206428675794400712782475503367841026228","Applicant","1364476241619394485236463050579235869","COMPLETED","579376016766913031033398676597490609704243389","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1705588140000000","1727741694000500"
"60477","42040408639573029718605516839680209164593","Applicant","594606167219355643300732417891378521703","CANCELLED","72847330288806066123531144451309843214","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","DECLINED","1719824940000000","1727741713000600"
"60478","6778762354537549823612233362392338955","Applicant","0399168337182688049872213231559571423539399177","COMPLETED","132592217490017854346977084951212572","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","","1719220200000000","1727741749000500"
"60479","263725677767115831970629640140663070195","Applicant","276350679399617647859478556407345696","COMPLETED","62898899459959203475662808025270795801691","MS_TEAMS","false","true","ONLINE","Technical","DONE","ACCEPTED","1719497040000000","1727741766000500"
"60480","624841136638757023994448568107732495827932511","Applicant","6984216188957000147332068386517227932036","COMPLETED","5599730484007797771462299860634836594","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1712826360000000","1727741834000500"
"60481","99512140255954610165324525561975644489","Applicant","2955075081221291817775658409064101049566","COMPLETED","89627930606433074367372780052876042558354115","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1718885040000000","1727741854000500"
"60482","22848585745221784117785348432698148678507671412","Applicant","286349333243038255036197271533875241995485","COMPLETED","29157897584827687872793995979006941519312150329883","INTERVIEW_PLATFORM","false","true","ONLINE","Project","DONE","ACCEPTED","1719481920000000","1727741953000500"
"60483","996953801608366110351645775670535572557","Applicant","0302157962196800691910055697052716202604101","CANCELLED","2106422294392424388884378117740068258261","INTERVIEW_PLATFORM","false","false","ONLINE","Technical","NO_MEDIA","","1719311640000000","1727742040000600"
"60484","7897082523692873691230211123854595747153","Applicant","282761540382821517916750487737777571890","COMPLETED","171571910561393863131415146961609427300514","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1718621040000000","1727742041000500"
"60485","905021857863756901030843291854005714","Applicant","321186372894087369504166133503187270618","COMPLETED","5709742869150530702466222736254714820951","MS_TEAMS","false","true","ONLINE","Technical","DONE","ACCEPTED","1719837420000000","1727742041000500"
"60486","60845016177306694654623981006100","Applicant","9896755275500555812998516351101828537526","COMPLETED","6581757706206063794417389481084562218272","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1718973000000000","1727744562000500"
"60487","41573728284446791904510641798598836090948","Applicant","245406384499023909942328925052327793","COMPLETED","5674664610638735594220558432930401691554046","INTERVIEW_PLATFORM","false","true","ONLINE","Technical","DONE","ACCEPTED","1719311700000000","1727744605000500"
